item_name,store_name,category,OOS_days,date_list,OOS_lastDay,avg_loss_sale_quantity,avg_loss_net_sale,avg_loss_mergin,total_loss_sale_quantity,total_loss_net_sale,total_loss_mergin
AULS503878-Nutri Grain To-Go Bar Orig Nut,AULS.BNK101,beverage,7,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.0,0.0,0.0,0.0,0.0,0.0
AULS100229-Golden Rough 20g,AULS.BNK101,beverage,7,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.2727272727272727,0.4563636363636363,0.3172727272727273,1.909090909090909,3.1945454545454544,2.220909090909091
AULS488166-Bounty King Size 85.5g,AULS.BNK101,beverage,7,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.5,1.805,1.09,3.5,12.635,7.630000000000001
AULS487109-CAD Twirl Bites Bag 109g,AULS.CNS102,beverage,1,[Timestamp('2019-11-30 00:00:00')],1,0.10344827586206896,0.6693103448275862,0.41379310344827586,0.10344827586206896,0.6693103448275862,0.41379310344827586
AULS497163-SS Fit&Fab Creme Caramel 28g,AULS.CNS102,beverage,2,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00')]",0,0.11764705882352941,0.4211764705882353,0.27647058823529413,0.23529411764705882,0.8423529411764706,0.5529411764705883
AULS500107-CAD Hazlenut Block 180g,AULS.CNS102,beverage,1,[Timestamp('2019-11-30 00:00:00')],1,0.32142857142857145,1.9285714285714286,0.8035714285714286,0.32142857142857145,1.9285714285714286,0.8035714285714286
AULS500111-Hershey's Cookie&C Crunch 184g,AULS.CNS102,beverage,6,"[Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.2608695652173913,2.126086956521739,1.173913043478261,1.5652173913043477,12.756521739130434,7.043478260869566
AULS501836-Eclipse Mint Peppermint 17g,AULS.CNS102,beverage,7,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.0,0.0,0.0,0.0,0.0,0.0
AULS507864-Go Nat Probiotic Chips Rsmry&S,AULS.CNS102,beverage,1,[Timestamp('2019-11-30 00:00:00')],1,1.0,5.5,2.77,1.0,5.5,2.77
AULS193412-Calippo Rasp Pineapple 100ml,AULS.CNS201,beverage,7,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,1.0,1.4299999999999997,0.039999999999999925,7.0,10.009999999999998,0.27999999999999947
